Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Application ID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee Source
31,Voluntary Resignation,Travel_Frequently,523,Research & Development,2,3,Life Sciences,1,16587,140042,2,Male,94,3,1,Laboratory Technician,4,Married,3722,21081,1,Y,Yes,13,3,3,80,1,7,2,1,2,2,2,2,Company Website
31,Voluntary Resignation,Travel_Frequently,523,Research & Development,2,3,Life Sciences,1,16589,140044,2,Male,94,3,1,Laboratory Technician,4,Married,3722,21081,6,Y,Yes,13,3,3,80,1,7,2,1,2,2,2,2,Company Website
31,Voluntary Resignation,Travel_Frequently,523,Research & Development,2,3,Life Sciences,1,16590,140045,2,Male,94,3,1,Laboratory Technician,4,Married,3722,21081,1,Y,Yes,13,3,3,80,1,7,2,1,2,2,2,2,Company Website
31,Voluntary Resignation,Travel_Frequently,523,Research & Development,2,3,Life Sciences,1,16593,140048,2,Male,94,3,1,Laboratory Technician,4,Married,3722,21081,6,Y,Yes,13,3,3,80,1,7,2,1,2,2,2,2,Company Website
31,Voluntary Resignation,Travel_Frequently,523,Research & Development,2,3,Life Sciences,1,16595,140050,2,Male,94,3,1,Laboratory Technician,4,Married,3722,21081,1,Y,Yes,13,3,3,80,1,7,2,1,2,2,2,2,Company Website
31,Voluntary Resignation,Travel_Frequently,523,Research & Development,2,3,Life Sciences,1,16597,140052,2,Male,94,3,1,Laboratory Technician,4,Married,3722,21081,6,Y,Yes,13,3,3,80,1,7,2,1,2,2,2,2,Company Website
31,Voluntary Resignation,Travel_Frequently,523,Research & Development,2,3,Life Sciences,1,16598,140053,2,Male,94,3,1,Laboratory Technician,4,Married,3722,21081,1,Y,Yes,13,3,3,80,1,7,2,1,2,2,2,2,Company Website
31,Voluntary Resignation,Travel_Frequently,874,Research & Development,15,3,Medical,1,16904,140359,4,Male,83,3,1,Sales Representative,3,Married,2909,15747,3,Y,No,15,4,4,80,1,5,3,4,3,2,1,2,Company Website
31,Voluntary Resignation,Travel_Frequently,874,Research & Development,15,3,Medical,1,16906,140361,4,Male,83,3,1,Sales Representative,3,Married,2909,15747,9,Y,No,15,4,4,80,1,5,3,4,3,2,1,2,Company Website
31,Voluntary Resignation,Travel_Frequently,874,Research & Development,15,3,Medical,1,16909,140364,4,Male,83,3,1,Sales Representative,3,Married,2909,15747,3,Y,No,15,3,4,80,1,5,3,4,3,2,1,2,Company Website
31,Voluntary Resignation,Travel_Frequently,874,Research & Development,15,3,Medical,1,16910,140365,4,Male,83,3,1,Sales Representative,3,Married,2909,15747,9,Y,No,15,3,4,80,1,5,3,4,3,2,1,2,Company Website
31,Voluntary Resignation,Travel_Frequently,874,Research & Development,15,3,Medical,1,16912,140367,4,Male,83,3,1,Sales Representative,3,Married,2909,15747,3,Y,No,15,4,4,80,1,5,3,4,3,2,1,2,Company Website
31,Voluntary Resignation,Travel_Frequently,874,Research & Development,15,3,Medical,1,16914,140369,4,Male,83,3,1,Sales Representative,3,Married,2909,15747,9,Y,No,15,4,4,80,1,5,3,4,3,2,1,2,Company Website
31,Voluntary Resignation,Travel_Frequently,874,Research & Development,15,3,Medical,1,16917,140372,4,Male,83,3,1,Sales Representative,3,Married,2909,15747,3,Y,No,15,3,4,80,1,5,3,4,3,2,1,2,Company Website
31,Voluntary Resignation,Travel_Frequently,874,Research & Development,15,3,Medical,1,16918,140373,4,Male,83,3,1,Sales Representative,3,Married,2909,15747,9,Y,No,15,3,4,80,1,5,3,4,3,2,1,2,Company Website
31,Voluntary Resignation,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1,17368,140823,4,Female,33,3,1,Research Scientist,3,Single,4084,4156,1,Y,No,12,3,1,80,0,7,2,1,7,2,7,7,GlassDoor
31,Voluntary Resignation,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1,17370,140825,4,Female,33,3,1,Research Scientist,3,Single,4084,4156,2,Y,No,12,3,1,80,0,7,2,1,7,2,7,7,GlassDoor
31,Voluntary Resignation,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1,17372,140827,4,Female,33,3,1,Research Scientist,3,Single,4084,4156,1,Y,No,12,3,1,80,0,7,2,1,7,2,7,7,GlassDoor
31,Voluntary Resignation,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1,17373,140828,4,Female,33,3,1,Research Scientist,3,Single,4084,4156,2,Y,No,12,3,1,80,0,7,2,1,7,2,7,7,GlassDoor
31,Voluntary Resignation,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1,17376,140831,4,Female,33,3,1,Research Scientist,3,Single,4084,4156,1,Y,No,12,3,1,80,0,7,2,1,7,2,7,7,GlassDoor
31,Voluntary Resignation,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1,17378,140833,4,Female,33,3,1,Research Scientist,3,Single,4084,4156,2,Y,No,12,3,1,80,0,7,2,1,7,2,7,7,GlassDoor
31,Voluntary Resignation,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1,17380,140835,4,Female,33,3,1,Research Scientist,3,Single,4084,4156,1,Y,No,12,3,1,80,0,7,2,1,7,2,7,7,GlassDoor
31,Voluntary Resignation,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1,17381,140836,4,Female,33,3,1,Research Scientist,3,Single,4084,4156,2,Y,No,12,3,1,80,0,7,2,1,7,2,7,7,GlassDoor
31,Voluntary Resignation,Travel_Rarely,330,Research & Development,22,4,Medical,1,17637,141092,4,Male,85,3,1,Sales Representative,4,Single,2644,17001,3,Y,Yes,21,3,4,80,0,7,3,2,3,2,1,2,Recruit.net
31,Voluntary Resignation,Travel_Rarely,330,Research & Development,22,4,Other,1,17639,141094,4,Male,85,3,1,Sales Representative,4,Single,2644,17001,9,Y,Yes,21,3,4,80,0,7,3,2,3,2,1,2,Recruit.net
31,Voluntary Resignation,Travel_Rarely,330,Research & Development,22,4,Medical,1,17640,141095,4,Male,85,3,1,Sales Representative,4,Single,2644,17001,3,Y,Yes,21,4,4,80,0,7,3,2,3,2,1,2,Recruit.net
31,Voluntary Resignation,Travel_Rarely,330,Research & Development,22,4,Other,1,17641,141096,4,Male,85,3,1,Sales Representative,4,Single,2644,17001,9,Y,Yes,21,4,4,80,0,7,3,2,3,2,1,2,Recruit.net
31,Voluntary Resignation,Travel_Rarely,330,Research & Development,22,4,Medical,1,17645,141100,4,Male,85,3,1,Sales Representative,4,Single,2644,17001,3,Y,Yes,21,3,4,80,0,7,3,2,3,2,1,2,Recruit.net
31,Voluntary Resignation,Travel_Rarely,330,Research & Development,22,4,Other,1,17647,141102,4,Male,85,3,1,Sales Representative,4,Single,2644,17001,9,Y,Yes,21,3,4,80,0,7,3,2,3,2,1,2,Recruit.net
31,Voluntary Resignation,Travel_Rarely,330,Research & Development,22,4,Medical,1,17648,141103,4,Male,85,3,1,Sales Representative,4,Single,2644,17001,3,Y,Yes,21,4,4,80,0,7,3,2,3,2,1,2,Recruit.net
31,Voluntary Resignation,Travel_Rarely,330,Research & Development,22,4,Other,1,17649,141104,4,Male,85,3,1,Sales Representative,4,Single,2644,17001,9,Y,Yes,21,4,4,80,0,7,3,2,3,2,1,2,Recruit.net
31,Voluntary Resignation,Travel_Rarely,1079,Sales,16,4,Marketing,1,20095,143550,1,Male,70,3,3,Sales Executive,3,Married,8161,19002,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0,Jora
31,Voluntary Resignation,Travel_Rarely,1079,Sales,16,4,Medical,1,20098,143553,1,Male,70,3,3,Sales Executive,3,Married,8161,19002,7,Y,No,13,3,1,80,3,10,2,3,1,0,0,0,Jora
31,Voluntary Resignation,Travel_Rarely,1079,Sales,16,4,Marketing,1,20101,143556,1,Male,70,3,3,Sales Executive,3,Married,8161,19002,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0,Jora
31,Voluntary Resignation,Travel_Rarely,1079,Sales,16,4,Medical,1,20102,143557,1,Male,70,3,3,Sales Executive,3,Married,8161,19002,7,Y,No,13,3,1,80,3,10,2,3,1,0,0,0,Jora
31,Voluntary Resignation,Travel_Rarely,1079,Sales,16,4,Marketing,1,20103,143558,1,Male,70,3,3,Sales Executive,3,Married,8161,19002,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0,Jora
31,Voluntary Resignation,Travel_Rarely,1079,Sales,16,4,Medical,1,20106,143561,1,Male,70,3,3,Sales Executive,3,Married,8161,19002,7,Y,No,13,3,1,80,3,10,2,3,1,0,0,0,Jora
31,Voluntary Resignation,Travel_Rarely,1079,Sales,16,4,Marketing,1,20109,143564,1,Male,70,3,3,Sales Executive,3,Married,8161,19002,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0,Jora
31,Voluntary Resignation,Travel_Rarely,1079,Sales,16,4,Medical,1,20110,143565,1,Male,70,3,3,Sales Executive,3,Married,8161,19002,7,Y,No,13,3,1,80,3,10,2,3,1,0,0,0,Jora
31,Voluntary Resignation,Travel_Rarely,359,Human Resources,18,5,Human Resources,1,20971,144426,4,Male,89,4,1,Human Resources,1,Married,2956,21495,0,Y,No,17,3,3,80,0,2,4,3,1,0,0,0,LinkedIn
31,Voluntary Resignation,Travel_Rarely,359,Human Resources,18,5,Medical,1,20974,144429,4,Male,89,4,1,Human Resources,1,Married,2956,21495,0,Y,No,17,3,3,80,0,2,4,3,1,0,0,0,LinkedIn
31,Voluntary Resignation,Travel_Rarely,359,Human Resources,18,5,Human Resources,1,20975,144430,4,Male,89,4,1,Human Resources,1,Married,2956,21495,0,Y,No,17,3,3,80,0,2,4,3,1,0,0,0,LinkedIn
31,Voluntary Resignation,Travel_Rarely,359,Human Resources,18,5,Medical,1,20976,144431,4,Male,89,4,1,Human Resources,1,Married,2956,21495,0,Y,No,17,3,3,80,0,2,4,3,1,0,0,0,LinkedIn
31,Voluntary Resignation,Travel_Rarely,359,Human Resources,18,5,Human Resources,1,20979,144434,4,Male,89,4,1,Human Resources,1,Married,2956,21495,0,Y,No,17,3,3,80,0,2,4,3,1,0,0,0,LinkedIn
31,Voluntary Resignation,Travel_Rarely,359,Human Resources,18,5,Medical,1,20982,144437,4,Male,89,4,1,Human Resources,1,Married,2956,21495,0,Y,No,17,3,3,80,0,2,4,3,1,0,0,0,LinkedIn
31,Voluntary Resignation,Travel_Rarely,359,Human Resources,18,5,Human Resources,1,20983,144438,4,Male,89,4,1,Human Resources,1,Married,2956,21495,0,Y,No,17,3,3,80,0,2,4,3,1,0,0,0,LinkedIn
31,Voluntary Resignation,Travel_Rarely,359,Human Resources,18,5,Medical,1,20984,144439,4,Male,89,4,1,Human Resources,1,Married,2956,21495,0,Y,No,17,3,3,80,0,2,4,3,1,0,0,0,LinkedIn
31,Voluntary Resignation,Travel_Frequently,754,Sales,26,4,Marketing,1,22309,145764,1,Male,33,3,2,Sales Executive,4,Married,5617,21075,1,Y,Yes,11,3,3,80,0,10,4,3,10,7,0,8,GlassDoor
31,Voluntary Resignation,Travel_Frequently,754,Sales,26,4,Technical Degree,1,22312,145767,1,Male,33,3,2,Sales Executive,4,Married,5617,21075,7,Y,Yes,11,3,3,80,0,10,4,3,10,7,0,8,GlassDoor
31,Voluntary Resignation,Travel_Frequently,754,Sales,26,4,Marketing,1,22315,145770,1,Male,33,3,2,Sales Executive,4,Married,5617,21075,1,Y,Yes,11,3,3,80,0,10,4,3,10,7,0,8,GlassDoor
31,Voluntary Resignation,Travel_Frequently,754,Sales,26,4,Technical Degree,1,22316,145771,1,Male,33,3,2,Sales Executive,4,Married,5617,21075,7,Y,Yes,11,3,3,80,0,10,4,3,10,7,0,8,GlassDoor
31,Voluntary Resignation,Travel_Frequently,754,Sales,26,4,Marketing,1,22317,145772,1,Male,33,3,2,Sales Executive,4,Married,5617,21075,1,Y,Yes,11,3,3,80,0,10,4,3,10,7,0,8,GlassDoor
31,Voluntary Resignation,Travel_Frequently,754,Sales,26,4,Technical Degree,1,22320,145775,1,Male,33,3,2,Sales Executive,4,Married,5617,21075,7,Y,Yes,11,3,3,80,0,10,4,3,10,7,0,8,GlassDoor
31,Voluntary Resignation,Travel_Frequently,754,Sales,26,4,Marketing,1,22323,145778,1,Male,33,3,2,Sales Executive,4,Married,5617,21075,1,Y,Yes,11,3,3,80,0,10,4,3,10,7,0,8,GlassDoor
31,Voluntary Resignation,Travel_Frequently,754,Sales,26,4,Technical Degree,1,22324,145779,1,Male,33,3,2,Sales Executive,4,Married,5617,21075,7,Y,Yes,11,3,3,80,0,10,4,3,10,7,0,8,GlassDoor
31,Current employee,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,72,123527,1,Male,37,3,1,Laboratory Technician,2,Married,3468,16632,9,Y,No,12,3,4,80,1,6,3,3,2,2,2,2,Seek
31,Current employee,Travel_Rarely,106,Human Resources,2,3,Life Sciences,1,74,123529,1,Male,37,3,1,Laboratory Technician,2,Married,3468,16632,1,Y,No,12,3,4,80,1,6,3,3,2,2,2,2,Seek
31,Current employee,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,77,123532,1,Male,37,3,1,Laboratory Technician,2,Married,3468,16632,9,Y,No,12,3,4,80,1,6,3,3,2,2,2,2,Seek
31,Current employee,Travel_Rarely,106,Human Resources,2,3,Life Sciences,1,78,123533,1,Male,37,3,1,Laboratory Technician,2,Married,3468,16632,1,Y,No,12,3,4,80,1,6,3,3,2,2,2,2,Seek
31,Current employee,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,85,123540,1,Male,37,3,1,Laboratory Technician,2,Married,3468,16632,9,Y,No,12,3,4,80,1,6,3,3,2,2,2,2,Seek
31,Current employee,Travel_Rarely,326,Sales,8,2,Life Sciences,1,87,123542,1,Male,40,3,1,Laboratory Technician,2,Married,3468,16632,4,Y,No,12,4,2,80,2,8,2,4,3,2,1,2,GlassDoor
31,Current employee,Travel_Rarely,106,Human Resources,2,3,Life Sciences,1,89,123544,1,Male,37,3,1,Laboratory Technician,2,Married,3468,16632,1,Y,No,12,3,4,80,1,6,3,3,2,2,2,2,Seek
