Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,Application ID,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,Job Satisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Resigned,TravelFrequency,MaritalStatusNum,OvertimeFlag,DepartmentCode,EducationFieldCode,GenderCode,JobRoleCode,Over18Code,EmployeeSourceCode,Hourly Rate Bracket,Job Satisfaction Bracket
41,1102,1,2,1,1,123456,2,94,3,2,4,5993,19479,8,11,3,1,80,0,8,0,1,6,4,0,5,1,1,0,1,0,0,1,7,1,5,4,1
41,1102,1,2,1,1,123458,2,94,3,2,4,5993,19479,4,11,3,1,80,0,8,0,1,6,4,0,5,1,1,0,1,0,0,1,7,1,5,4,1
41,1102,1,2,1,7,123462,2,94,3,2,4,5993,19479,8,11,3,1,80,0,8,0,1,6,4,0,5,1,1,0,1,0,0,1,7,1,5,4,1
41,1102,1,2,1,560,124015,1,39,3,2,2,6825,21173,0,11,3,4,80,1,10,2,3,9,7,4,2,1,1,2,0,0,0,0,7,1,1,0,0
41,1102,1,2,1,561,124016,1,39,3,2,2,6825,21173,4,11,3,4,80,1,10,2,3,9,7,4,2,1,1,2,0,0,0,0,7,1,1,0,0
41,1102,1,2,1,563,124018,1,39,3,2,2,6825,21173,0,11,3,4,80,1,10,2,3,9,7,4,2,1,1,2,0,0,0,0,7,1,1,0,0
41,1102,1,2,1,564,124019,1,39,3,2,2,6825,21173,4,11,3,4,80,1,10,2,3,9,7,4,2,1,1,2,0,0,0,0,7,1,1,0,0
41,1102,1,2,1,570,124025,1,39,3,2,2,6825,21173,0,11,3,4,80,1,10,2,3,9,7,4,2,1,1,2,0,0,0,0,7,1,1,0,0
41,1102,1,2,1,571,124026,1,39,3,2,2,6825,21173,4,11,3,4,80,1,10,2,3,9,7,4,2,1,1,2,0,0,0,0,7,1,1,0,0
41,1102,1,2,1,573,124028,1,39,3,2,2,6825,21173,0,11,3,4,80,1,10,2,3,9,7,4,2,1,1,2,0,0,0,0,7,1,1,0,0
41,1102,1,2,1,574,124029,1,39,3,2,2,6825,21173,4,11,3,4,80,1,10,2,3,9,7,4,2,1,1,2,0,0,0,0,7,1,1,0,0
41,1360,12,3,1,855,124310,2,49,3,5,3,19545,16280,1,12,3,4,80,0,23,0,3,22,15,15,8,1,1,2,0,2,4,1,5,1,2,1,1
41,1360,12,3,1,858,124313,2,49,3,5,3,19545,16280,2,12,4,4,80,0,23,0,3,22,15,15,8,1,1,2,0,2,3,1,5,1,2,1,1
41,1360,12,3,1,861,124316,2,49,3,5,3,19545,16280,1,12,3,4,80,0,23,0,3,22,15,15,8,1,1,2,0,2,4,1,5,1,2,1,1
41,1360,12,3,1,862,124317,2,49,3,5,3,19545,16280,2,12,3,4,80,0,23,0,3,22,15,15,8,1,1,2,0,2,3,1,5,1,2,1,1
41,1360,12,3,1,863,124318,2,49,3,5,3,19545,16280,1,12,3,4,80,0,23,0,3,22,15,15,8,1,1,2,0,2,4,1,5,1,2,1,1
41,1360,12,3,1,866,124321,2,49,3,5,3,19545,16280,2,12,4,4,80,0,23,0,3,22,15,15,8,1,1,2,0,2,3,1,5,1,2,1,1
41,1360,12,3,1,869,124324,2,49,3,5,3,19545,16280,1,12,3,4,80,0,23,0,3,22,15,15,8,1,1,2,0,2,4,1,5,1,2,1,1
41,1360,12,3,1,870,124325,2,49,3,5,3,19545,16280,2,12,3,4,80,0,23,0,3,22,15,15,8,1,1,2,0,2,3,1,5,1,2,1,1
41,1356,20,2,1,2989,126444,2,70,3,1,2,3140,21728,1,22,3,4,80,0,4,5,2,4,3,0,2,1,1,0,1,0,2,1,8,1,1,2,0
41,1356,20,2,1,2992,126447,2,70,3,1,2,3140,21728,9,22,3,4,80,0,4,5,2,4,3,0,2,1,1,0,1,0,3,1,8,1,1,2,0
41,1356,20,2,1,2995,126450,2,70,3,1,2,3140,21728,1,22,4,4,80,0,4,5,2,4,3,0,2,1,1,0,1,0,2,1,8,1,1,2,0
41,1356,20,2,1,2996,126451,2,70,3,1,2,3140,21728,9,22,4,4,80,0,4,5,2,4,3,0,2,1,1,0,1,0,3,1,8,1,1,2,0
41,1356,20,2,1,2997,126452,2,70,3,1,2,3140,21728,1,22,3,4,80,0,4,5,2,4,3,0,2,1,1,0,1,0,2,1,8,1,1,2,0
41,1356,20,2,1,3000,126455,2,70,3,1,2,3140,21728,9,22,3,4,80,0,4,5,2,4,3,0,2,1,1,0,1,0,3,1,8,1,1,2,0
41,1356,20,2,1,3003,126458,2,70,3,1,2,3140,21728,1,22,4,4,80,0,4,5,2,4,3,0,2,1,1,0,1,0,2,1,8,1,1,2,0
41,1356,20,2,1,3004,126459,2,70,3,1,2,3140,21728,9,22,4,4,80,0,4,5,2,4,3,0,2,1,1,0,1,0,3,1,8,1,1,2,0
41,1085,2,4,1,4899,128354,2,50,2,1,3,1200,9724,1,12,3,1,80,0,0,2,3,0,0,0,0,1,1,0,0,2,0,1,8,1,3,1,1
41,1085,2,4,1,4900,128355,2,50,2,1,3,1200,9724,8,12,3,1,80,0,0,2,3,0,0,0,0,1,1,0,0,2,0,1,8,1,3,1,1
41,1085,2,4,1,4904,128359,2,50,2,1,3,1200,9724,1,12,3,1,80,0,0,2,3,0,0,0,0,1,1,0,0,2,0,1,8,1,3,1,1
41,1085,2,4,1,4905,128360,2,50,2,1,3,1200,9724,8,12,3,1,80,0,0,2,3,0,0,0,0,1,1,0,0,2,0,1,8,1,3,1,1
41,1085,2,4,1,4907,128362,2,50,2,1,3,1200,9724,1,12,3,1,80,0,0,2,3,0,0,0,0,1,1,0,0,2,0,1,8,1,3,1,1
41,1085,2,4,1,4908,128363,2,50,2,1,3,1200,9724,8,12,3,1,80,0,0,2,3,0,0,0,0,1,1,0,0,2,0,1,8,1,3,1,1
41,1085,2,4,1,4912,128367,2,50,2,1,3,1200,9724,8,12,3,1,80,0,0,2,3,0,0,0,0,1,1,0,0,2,0,1,8,1,3,1,1
41,143,4,3,1,5923,129378,1,56,3,2,2,9355,9558,1,18,3,3,80,0,8,5,3,8,7,7,7,1,2,0,0,0,2,0,7,1,0,1,0
41,143,4,3,1,5925,129380,1,56,3,2,2,9355,9558,5,18,3,3,80,0,8,5,3,8,7,7,7,1,2,0,0,0,0,0,7,1,0,1,0
41,143,4,3,1,5929,129384,1,56,3,2,2,9355,9558,1,18,3,3,80,0,8,5,3,8,7,7,7,1,2,0,0,0,2,0,7,1,0,1,0
41,143,4,3,1,5930,129385,1,56,3,2,2,9355,9558,5,18,3,3,80,0,8,5,3,8,7,7,7,1,2,0,0,0,0,0,7,1,0,1,0
41,143,4,3,1,5931,129386,1,56,3,2,2,9355,9558,1,18,3,3,80,0,8,5,3,8,7,7,7,1,2,0,0,0,2,0,7,1,0,1,0
41,143,4,3,1,5933,129388,1,56,3,2,2,9355,9558,5,18,3,3,80,0,8,5,3,8,7,7,7,1,2,0,0,0,0,0,7,1,0,1,0
41,143,4,3,1,5937,129392,1,56,3,2,2,9355,9558,1,18,3,3,80,0,8,5,3,8,7,7,7,1,2,0,0,0,2,0,7,1,0,1,0
41,143,4,3,1,5938,129393,1,56,3,2,2,9355,9558,5,18,3,3,80,0,8,5,3,8,7,7,7,1,2,0,0,0,0,0,7,1,0,1,0
41,906,5,2,1,6153,129608,2,54,3,2,3,4260,5915,1,12,3,4,80,1,5,2,4,5,2,0,3,1,0,1,1,2,0,1,7,1,6,1,1
41,906,5,2,1,6154,129609,2,54,3,2,3,4260,5915,5,12,3,4,80,1,5,2,4,5,2,0,3,1,0,1,1,2,0,1,7,1,6,1,1
41,906,5,2,1,6158,129613,2,54,3,2,3,4260,5915,1,12,3,4,80,1,5,2,4,5,2,0,3,1,0,1,1,2,0,1,7,1,6,1,1
41,906,5,2,1,6159,129614,2,54,3,2,3,4260,5915,5,12,3,4,80,1,5,2,4,5,2,0,3,1,0,1,1,2,0,1,7,1,6,1,1
41,906,5,2,1,6161,129616,2,54,3,2,3,4260,5915,1,12,3,4,80,1,5,2,4,5,2,0,3,1,0,1,1,2,0,1,7,1,6,1,1
41,906,5,2,1,6162,129617,2,54,3,2,3,4260,5915,5,12,3,4,80,1,5,2,4,5,2,0,3,1,0,1,1,2,0,1,7,1,6,1,1
41,906,5,2,1,6166,129621,2,54,3,2,3,4260,5915,5,12,3,4,80,1,5,2,4,5,2,0,3,1,0,1,1,2,0,1,7,1,6,1,1
41,1356,20,2,1,10478,133933,3,66,3,4,1,17924,4544,1,11,3,4,80,1,31,3,3,31,6,14,7,1,1,1,0,0,2,0,3,1,4,2,0
41,1356,20,2,1,10480,133935,3,66,3,4,1,17924,4544,1,11,3,4,80,1,31,3,3,31,6,14,7,1,1,2,0,0,5,0,3,1,4,2,0
41,1356,20,2,1,10481,133936,3,66,3,4,1,17924,4544,1,11,3,4,80,1,31,3,3,31,6,14,7,1,1,2,0,0,2,0,3,1,4,2,0
41,1356,20,2,1,10482,133937,3,66,3,4,1,17924,4544,1,11,3,4,80,1,31,3,3,31,6,14,7,1,1,2,0,0,5,0,3,1,4,2,0
41,1356,20,2,1,10486,133941,3,66,3,4,1,17924,4544,1,11,3,4,80,1,31,3,3,31,6,14,7,1,1,2,0,0,2,0,3,1,4,2,0
41,1356,20,2,1,10487,133942,3,66,3,4,1,17924,4544,1,11,3,2,80,1,9,3,3,4,2,1,3,1,1,2,0,0,2,0,3,1,2,2,0
41,1356,20,2,1,10489,133944,3,66,3,4,1,17924,4544,1,11,3,4,80,1,31,3,3,31,6,14,7,1,1,2,0,0,5,0,3,1,4,2,0
41,1356,20,2,1,10490,133945,3,66,3,4,1,17924,4544,1,11,3,4,80,1,31,3,3,31,6,14,7,1,1,2,0,0,5,0,3,1,4,2,0
41,1085,2,4,1,10714,134169,2,57,1,1,4,2778,17725,4,13,3,3,80,1,10,1,2,7,7,1,0,1,1,2,1,2,0,1,2,1,1,1,1
41,1085,2,4,1,10716,134171,2,57,1,1,4,2778,17725,1,13,3,3,80,1,10,1,2,7,7,1,0,1,1,2,1,2,0,1,2,1,1,1,1
41,1085,2,4,1,10720,134175,2,57,1,1,4,2778,17725,4,13,3,3,80,1,10,1,2,7,7,1,0,1,1,2,1,2,0,1,2,1,1,1,1
41,1085,2,4,1,10721,134176,2,57,1,1,4,2778,17725,1,13,3,3,80,1,10,1,2,7,7,1,0,1,1,2,1,2,0,1,2,1,1,1,1
41,1085,2,4,1,10722,134177,2,57,1,1,4,2778,17725,4,13,3,3,80,1,10,1,2,7,7,1,0,1,1,2,1,2,0,1,2,1,1,1,1
41,1085,2,4,1,10725,134180,2,57,1,1,4,2778,17725,1,13,3,3,80,1,10,1,2,7,7,1,0,1,1,2,1,2,0,1,2,1,1,1,1
41,1085,2,4,1,10729,134184,2,57,1,1,4,2778,17725,4,13,3,3,80,1,10,1,2,7,7,1,0,1,1,2,1,2,0,1,2,1,1,1,1
41,1085,2,4,1,10730,134185,2,57,1,1,4,2778,17725,1,13,3,3,80,1,10,1,2,7,7,1,0,1,1,2,1,2,0,1,2,1,1,1,1
41,143,4,3,1,10812,134267,3,66,2,1,1,2799,3339,3,11,4,2,80,0,6,1,3,3,2,0,2,1,2,0,1,0,2,0,6,1,4,2,0
41,143,4,3,1,10814,134269,3,66,2,1,1,2799,3339,3,11,3,2,80,0,6,1,3,3,2,0,2,1,2,0,1,0,0,0,6,1,4,2,0
41,143,4,3,1,10817,134272,3,66,2,1,1,2799,3339,3,11,3,2,80,0,6,1,3,3,2,0,2,1,2,0,1,0,2,0,6,1,4,2,0
41,143,4,3,1,10818,134273,3,66,2,1,1,2799,3339,3,11,3,2,80,0,6,1,3,3,2,0,2,1,2,0,1,0,0,0,6,1,4,2,0
41,143,4,3,1,10820,134275,3,66,2,1,1,2799,3339,3,11,4,2,80,0,6,1,3,3,2,0,2,1,2,0,1,0,2,0,6,1,4,2,0
41,143,4,3,1,10822,134277,3,66,2,1,1,2799,3339,3,11,3,2,80,0,6,1,3,3,2,0,2,1,2,0,1,0,0,0,6,1,4,2,0
41,143,4,3,1,10825,134280,3,66,2,1,1,2799,3339,3,11,3,2,80,0,6,1,3,3,2,0,2,1,2,0,1,0,2,0,6,1,4,2,0
41,143,4,3,1,10826,134281,3,66,2,1,1,2799,3339,3,11,3,2,80,0,6,1,3,3,2,0,2,1,2,0,1,0,0,0,6,1,4,2,0
41,1085,1,1,1,11837,135292,4,65,2,4,4,12742,7060,1,12,3,1,80,0,0,2,3,0,0,0,0,1,1,1,0,2,0,1,4,1,3,2,1
41,1356,22,3,1,12088,135543,4,82,3,3,1,10880,5083,1,11,3,4,80,1,31,3,3,31,6,14,7,1,1,0,0,0,5,1,4,1,4,3,0
41,906,5,2,1,13848,137303,1,95,2,1,1,2107,20293,6,17,4,1,80,1,5,2,1,1,0,0,0,1,0,2,0,2,0,0,6,1,1,4,0
41,906,5,2,1,13851,137306,1,95,2,1,1,2107,20293,3,17,3,1,80,1,5,2,1,1,0,0,0,1,0,2,0,2,0,0,6,1,1,4,0
41,906,5,2,1,13852,137307,1,95,2,1,1,2107,20293,6,17,3,1,80,1,5,2,1,1,0,0,0,1,0,2,0,2,0,0,6,1,1,4,0
41,906,5,2,1,13853,137308,1,95,2,1,1,2107,20293,3,17,3,1,80,1,5,2,1,1,0,0,0,1,0,2,0,2,0,0,6,1,1,4,0
41,906,5,2,1,13856,137311,1,95,2,1,1,2107,20293,6,17,4,1,80,1,5,2,1,1,0,0,0,1,0,2,0,2,0,0,6,1,1,4,0
41,906,5,2,1,13859,137314,1,95,2,1,1,2107,20293,3,17,3,1,80,1,5,2,1,1,0,0,0,1,0,2,0,2,0,0,6,1,1,4,0
41,906,5,2,1,13860,137315,1,95,2,1,1,2107,20293,6,17,3,1,80,1,5,2,1,1,0,0,0,1,0,2,0,2,0,0,6,1,1,4,0
41,906,5,2,1,13861,137316,1,95,2,1,1,2107,20293,3,17,3,1,80,1,5,2,1,1,0,0,0,1,0,2,0,2,0,0,6,1,1,4,0
41,906,3,2,1,18404,141859,4,87,1,2,1,4877,20460,1,12,3,4,80,1,5,2,4,5,2,0,3,1,0,2,1,2,0,1,4,1,6,3,0
41,1360,12,3,1,21401,144856,4,95,3,1,2,2472,26092,1,23,3,1,80,0,1,2,3,1,0,0,0,1,1,0,1,2,4,0,6,1,0,4,0
41,1360,12,3,1,21403,144858,4,95,3,1,2,2472,26092,3,23,3,1,80,0,1,2,3,1,0,0,0,1,1,0,1,2,3,0,6,1,0,4,0
41,1360,12,3,1,21406,144861,4,95,3,1,2,2472,26092,1,23,4,1,80,0,1,2,3,1,0,0,0,1,1,0,1,2,4,0,6,1,0,4,0
41,1360,12,3,1,21407,144862,4,95,3,1,2,2472,26092,3,23,4,1,80,0,1,2,3,1,0,0,0,1,1,0,1,2,3,0,6,1,0,4,0
41,1360,12,3,1,21409,144864,4,95,3,1,2,2472,26092,1,23,3,1,80,0,1,2,3,1,0,0,0,1,1,0,1,2,4,0,6,1,0,4,0
41,1360,12,3,1,21411,144866,4,95,3,1,2,2472,26092,3,23,3,1,80,0,1,2,3,1,0,0,0,1,1,0,1,2,3,0,6,1,0,4,0
41,1360,12,3,1,21414,144869,4,95,3,1,2,2472,26092,1,23,4,1,80,0,1,2,3,1,0,0,0,1,1,0,1,2,4,0,6,1,0,4,0
41,1360,12,3,1,21415,144870,4,95,3,1,2,2472,26092,3,23,4,1,80,0,1,2,3,1,0,0,0,1,1,0,1,2,3,0,6,1,0,4,0
41,427,10,4,1,118,123573,1,37,4,1,1,2670,9964,4,20,3,1,80,3,12,3,2,1,0,0,0,0,1,1,1,1,1,1,2,1,6,0,0
41,427,10,4,1,120,123575,1,37,4,1,1,2670,9964,1,20,3,1,80,3,12,3,2,1,0,0,0,0,1,1,1,1,3,1,2,1,6,0,0
41,427,10,4,1,121,123576,1,37,4,1,1,2670,9964,4,20,4,1,80,3,12,3,2,1,0,0,0,0,1,1,1,1,1,1,2,1,6,0,0
41,427,10,4,1,122,123577,1,37,4,1,1,2670,9964,1,20,4,1,80,3,12,3,2,1,0,0,0,0,1,1,1,1,3,1,2,1,6,0,0
41,427,10,4,1,131,123586,1,37,4,1,1,2670,9964,4,20,3,1,80,3,12,3,2,1,0,0,0,0,1,1,1,1,1,1,2,1,6,0,0
41,334,2,4,1,132,123587,3,81,4,1,1,2670,9964,2,20,3,4,80,1,13,3,1,7,7,4,5,0,1,1,1,0,0,1,2,1,3,3,0
41,427,10,4,1,135,123590,1,37,4,1,1,2670,9964,1,20,3,1,80,3,12,3,2,1,0,0,0,0,1,1,1,1,3,1,2,1,6,0,0
41,427,10,4,1,136,123591,1,37,4,1,1,2670,9964,4,20,4,1,80,3,12,3,2,1,0,0,0,0,1,1,1,1,1,1,2,1,6,0,0
41,427,10,4,1,137,123592,1,37,4,1,1,2670,9964,1,20,4,1,80,3,12,3,2,1,0,0,0,0,1,1,1,1,3,1,2,1,6,0,0
41,314,1,3,1,141,123596,1,37,3,1,3,2693,13335,1,22,3,2,80,1,1,2,3,1,0,0,0,0,1,2,0,1,1,0,2,1,6,0,1
41,314,1,3,1,142,123597,1,37,3,1,3,2693,13335,1,22,3,2,80,1,1,2,3,1,0,0,0,0,1,2,0,1,0,0,2,1,6,0,1
41,314,1,3,1,146,123601,1,37,3,1,3,2693,13335,1,22,4,2,80,1,1,2,3,1,0,0,0,0,1,2,0,1,1,0,2,1,6,0,1
41,314,1,3,1,147,123602,1,37,3,1,3,2693,13335,1,22,4,2,80,1,1,2,3,1,0,0,0,0,1,2,0,1,0,0,2,1,6,0,1
41,314,1,3,1,154,123609,1,37,3,1,3,2693,13335,1,22,3,2,80,1,1,2,3,1,0,0,0,0,1,2,0,1,1,0,2,1,6,0,1
41,314,1,3,1,157,123612,1,37,3,1,3,2693,13335,1,22,3,2,80,1,1,2,3,1,0,0,0,0,1,2,0,1,0,0,2,1,6,0,1
41,314,1,3,1,161,123616,1,37,3,1,3,2693,13335,1,22,4,2,80,1,1,2,3,1,0,0,0,0,1,2,0,1,1,0,2,1,6,0,1
41,314,1,3,1,162,123617,1,37,3,1,3,2693,13335,1,22,4,2,80,1,1,2,3,1,0,0,0,0,1,2,0,1,0,0,2,1,6,0,1
41,167,3,3,1,188,123643,1,37,2,3,3,9526,8787,2,14,3,3,80,0,7,2,4,1,0,0,0,0,1,0,0,2,0,0,4,1,3,0,1
41,334,2,4,1,369,123824,1,80,4,1,2,3298,15053,1,19,3,2,80,0,22,2,3,22,10,0,4,0,1,2,0,0,0,0,6,1,4,3,0
41,552,4,3,1,400,123855,1,38,2,4,4,15427,22021,2,16,3,3,80,0,31,3,3,25,8,3,7,0,0,1,0,1,1,1,3,1,2,0,1
41,552,4,3,1,402,123857,1,38,2,4,4,15427,22021,1,16,3,3,80,0,31,3,3,25,8,3,7,0,0,1,0,1,0,1,3,1,2,0,1
41,552,4,3,1,403,123858,1,38,2,4,4,15427,22021,2,16,3,3,80,0,31,3,3,25,8,3,7,0,0,1,0,1,1,1,3,1,2,0,1
41,552,4,3,1,404,123859,1,38,2,4,4,15427,22021,1,16,3,3,80,0,31,3,3,25,8,3,7,0,0,1,0,1,0,1,3,1,2,0,1
41,552,4,3,1,410,123865,1,38,2,4,4,15427,22021,2,16,3,3,80,0,31,3,3,25,8,3,7,0,0,1,0,1,1,1,3,1,2,0,1
41,552,4,3,1,412,123867,1,38,2,4,4,15427,22021,1,16,3,3,80,0,31,3,3,25,8,3,7,0,0,1,0,1,0,1,3,1,2,0,1
41,552,4,3,1,413,123868,1,38,2,4,4,15427,22021,2,16,3,3,80,0,31,3,3,25,8,3,7,0,0,1,0,1,1,1,3,1,2,0,1
41,552,4,3,1,414,123869,1,38,2,4,4,15427,22021,1,16,3,3,80,0,31,3,3,25,8,3,7,0,0,1,0,1,0,1,3,1,2,0,1
41,802,9,1,1,1496,124951,1,41,3,1,1,2322,9518,3,13,3,3,80,1,3,3,3,0,0,0,0,0,1,2,0,0,0,0,8,1,1,0,0
41,802,9,1,1,1498,124953,1,41,3,1,1,2322,9518,9,13,3,3,80,1,3,3,3,0,0,0,0,0,1,2,0,0,3,0,8,1,1,0,0
41,802,9,1,1,1501,124956,1,41,3,1,1,2322,9518,3,13,3,3,80,1,3,3,3,0,0,0,0,0,1,2,0,0,0,0,8,1,1,0,0
41,802,9,1,1,1502,124957,1,41,3,1,1,2322,9518,9,13,3,3,80,1,3,3,3,0,0,0,0,0,1,2,0,0,3,0,8,1,1,0,0
41,802,9,1,1,1503,124958,1,41,3,1,1,2322,9518,3,13,3,3,80,1,3,3,3,0,0,0,0,0,1,2,0,0,0,0,8,1,1,0,0
41,802,9,1,1,1505,124960,1,41,3,1,1,2322,9518,9,13,3,3,80,1,3,3,3,0,0,0,0,0,1,2,0,0,3,0,8,1,1,0,0
41,802,9,1,1,1508,124963,1,41,3,1,1,2322,9518,3,13,3,3,80,1,3,3,3,0,0,0,0,0,1,2,0,0,0,0,8,1,1,0,0
41,802,9,1,1,1509,124964,1,41,3,1,1,2322,9518,9,13,3,3,80,1,3,3,3,0,0,0,0,0,1,2,0,0,3,0,8,1,1,0,0
41,857,10,3,1,1585,125040,1,42,2,2,2,5209,19760,1,12,3,2,80,3,11,4,2,11,8,2,7,0,2,2,1,2,0,1,7,1,6,0,0
41,857,10,3,1,1587,125042,1,42,2,2,2,5209,19760,6,12,4,2,80,3,11,4,2,11,8,2,7,0,2,2,1,2,3,1,7,1,6,0,0
41,857,10,3,1,1590,125045,1,42,2,2,2,5209,19760,1,12,3,2,80,3,11,4,2,11,8,2,7,0,2,2,1,2,0,1,7,1,6,0,0
41,857,10,3,1,1591,125046,1,42,2,2,2,5209,19760,6,12,3,2,80,3,11,4,2,11,8,2,7,0,2,2,1,2,3,1,7,1,6,0,0
41,857,10,3,1,1592,125047,1,42,2,2,2,5209,19760,1,12,3,2,80,3,11,4,2,11,8,2,7,0,2,2,1,2,0,1,7,1,6,0,0
41,857,10,3,1,1594,125049,1,42,2,2,2,5209,19760,6,12,4,2,80,3,11,4,2,11,8,2,7,0,2,2,1,2,3,1,7,1,6,0,0
41,857,10,3,1,1597,125052,1,42,2,2,2,5209,19760,1,12,3,2,80,3,11,4,2,11,8,2,7,0,2,2,1,2,0,1,7,1,6,0,0
41,857,10,3,1,1598,125053,1,42,2,2,2,5209,19760,6,12,3,2,80,3,11,4,2,11,8,2,7,0,2,2,1,2,3,1,7,1,6,0,0
41,933,9,4,1,1602,125057,1,42,2,3,1,10673,3142,0,13,3,3,80,1,21,5,2,10,9,9,5,0,1,1,1,2,3,0,0,1,6,0,0
41,933,9,4,1,1603,125058,1,42,2,3,1,10673,3142,2,13,3,3,80,1,21,5,2,10,9,9,5,0,1,1,1,2,0,0,0,1,6,0,0
41,933,9,4,1,1604,125059,1,42,2,3,1,10673,3142,0,13,3,3,80,1,21,5,2,10,9,9,5,0,1,1,1,2,3,0,0,1,6,0,0
41,933,9,4,1,1607,125062,1,42,2,3,1,10673,3142,2,13,3,3,80,1,21,5,2,10,9,9,5,0,1,1,1,2,0,0,0,1,6,0,0
41,933,9,4,1,1609,125064,1,42,2,3,1,10673,3142,0,13,3,3,80,1,21,5,2,10,9,9,5,0,1,1,1,2,3,0,0,1,6,0,0
41,933,9,4,1,1610,125065,1,42,2,3,1,10673,3142,2,13,3,3,80,1,21,5,2,10,9,9,5,0,1,1,1,2,0,0,0,1,6,0,0
41,933,9,4,1,1611,125066,1,42,2,3,1,10673,3142,0,13,3,3,80,1,21,5,2,10,9,9,5,0,1,1,1,2,3,0,0,1,6,0,0
41,465,14,3,1,1661,125116,1,42,3,2,3,4221,8863,1,15,3,2,80,0,5,3,4,5,4,0,4,0,1,1,0,2,0,0,7,1,3,0,1
41,465,14,3,1,1663,125118,1,42,3,2,3,4221,8863,7,15,3,2,80,0,5,3,4,5,4,0,4,0,1,1,0,2,3,0,7,1,3,0,1
41,465,14,3,1,1666,125121,1,42,3,2,3,4221,8863,1,15,3,2,80,0,5,3,4,5,4,0,4,0,1,1,0,2,0,0,7,1,3,0,1
41,465,14,3,1,1667,125122,1,42,3,2,3,4221,8863,7,15,3,2,80,0,5,3,4,5,4,0,4,0,1,1,0,2,3,0,7,1,3,0,1
41,465,14,3,1,1669,125124,1,42,3,2,3,4221,8863,1,15,3,2,80,0,5,3,4,5,4,0,4,0,1,1,0,2,0,0,7,1,3,0,1
41,465,14,3,1,1671,125126,1,42,3,2,3,4221,8863,7,15,3,2,80,0,5,3,4,5,4,0,4,0,1,1,0,2,3,0,7,1,3,0,1
41,465,14,3,1,1560,125129,1,42,3,2,3,4221,8863,1,15,3,2,80,0,5,3,4,5,4,0,4,0,1,1,0,2,0,0,7,1,3,0,1
41,465,14,3,1,1675,125130,1,42,3,2,3,4221,8863,7,15,3,2,80,0,5,3,4,5,4,0,4,0,1,1,0,2,3,0,7,1,3,0,1
41,896,6,3,1,1969,125424,1,42,3,3,4,9738,22952,0,14,3,3,80,1,10,6,3,9,7,2,8,0,1,1,0,0,0,1,7,1,6,0,1
41,896,6,3,1,1970,125425,1,42,3,3,4,9738,22952,5,14,3,3,80,1,10,6,3,9,7,2,8,0,1,1,0,0,2,1,7,1,6,0,1
