Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Application ID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee Source
40,Current employee,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,1,10097,133552,3,Male,64,2,1,Human Resources,4,Divorced,4936,23965,1,Y,No,13,3,4,80,1,6,6,3,5,1,0,4,Referral
40,Current employee,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,1,10098,133553,3,Male,64,2,1,Human Resources,4,Divorced,4936,23965,0,Y,No,13,3,4,80,1,6,6,3,5,1,0,4,Referral
40,Current employee,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,1,10102,133557,3,Male,64,2,1,Human Resources,4,Divorced,4936,23965,1,Y,No,13,3,4,80,1,6,6,3,5,1,0,4,Referral
40,Current employee,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,1,10103,133558,3,Male,64,2,1,Human Resources,4,Divorced,4936,23965,0,Y,No,13,3,4,80,1,6,6,3,5,1,0,4,Referral
40,Current employee,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,1,10105,133560,3,Male,64,2,1,Human Resources,4,Divorced,4936,23965,1,Y,No,13,3,4,80,1,6,6,3,5,1,0,4,Referral
40,Current employee,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,1,10106,133561,3,Male,64,2,1,Human Resources,4,Divorced,4936,23965,0,Y,No,13,3,4,80,1,6,6,3,5,1,0,4,Referral
40,Current employee,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,1,10110,133565,3,Male,64,2,1,Human Resources,4,Divorced,4936,23965,1,Y,No,13,3,4,80,1,6,6,3,5,1,0,4,Referral
40,Current employee,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,1,10111,133566,3,Male,64,2,1,Human Resources,4,Divorced,4936,23965,0,Y,No,13,3,4,80,1,6,6,3,5,1,0,4,Referral
40,Current employee,Travel_Rarely,630,Sales,4,4,Marketing,1,10430,133885,3,Female,65,3,2,Healthcare Representative,4,Married,5562,21782,4,Y,No,13,3,2,80,1,12,2,2,5,2,2,2,Seek
40,Current employee,Travel_Rarely,630,Sales,4,4,Life Sciences,1,10432,133887,3,Female,65,3,2,Healthcare Representative,4,Married,5562,21782,0,Y,No,13,3,2,80,1,12,2,2,5,2,2,2,Seek
40,Current employee,Travel_Rarely,630,Sales,4,4,Marketing,1,10433,133888,3,Female,65,3,2,Healthcare Representative,4,Married,5562,21782,4,Y,No,13,3,2,80,1,12,2,2,5,2,2,2,Seek
40,Current employee,Travel_Rarely,630,Sales,4,4,Life Sciences,1,10434,133889,3,Female,65,3,2,Healthcare Representative,4,Married,5562,21782,0,Y,No,13,3,2,80,1,12,2,2,5,2,2,2,Seek
40,Current employee,Travel_Rarely,630,Sales,4,4,Marketing,1,10438,133893,3,Female,65,3,2,Healthcare Representative,4,Married,5562,21782,4,Y,No,13,3,2,80,1,12,2,2,5,2,2,2,Seek
40,Current employee,Travel_Rarely,630,Sales,4,4,Life Sciences,1,10440,133895,3,Female,65,3,2,Healthcare Representative,4,Married,5562,21782,0,Y,No,13,3,2,80,1,12,2,2,5,2,2,2,Seek
40,Current employee,Travel_Rarely,630,Sales,4,4,Marketing,1,10441,133896,3,Female,65,3,2,Healthcare Representative,4,Married,5562,21782,4,Y,No,13,3,2,80,1,12,2,2,5,2,2,2,Seek
40,Current employee,Travel_Rarely,630,Sales,4,4,Life Sciences,1,10442,133897,3,Female,65,3,2,Healthcare Representative,4,Married,5562,21782,0,Y,No,13,3,2,80,1,12,2,2,5,2,2,2,Seek
40,Current employee,Travel_Rarely,759,Sales,2,2,Marketing,1,10876,134331,3,Female,66,3,3,Laboratory Technician,2,Married,7403,22477,4,Y,No,11,3,3,80,1,29,3,2,26,9,1,7,Indeed
40,Current employee,Travel_Rarely,759,Sales,2,2,Life Sciences,1,10877,134332,3,Female,66,3,3,Laboratory Technician,2,Married,7403,22477,1,Y,No,11,3,3,80,1,29,3,2,26,9,1,7,Indeed
40,Current employee,Travel_Rarely,759,Sales,2,2,Marketing,1,10879,134334,3,Female,66,3,3,Laboratory Technician,2,Married,7403,22477,4,Y,No,11,3,3,80,1,29,3,2,26,9,1,7,Indeed
40,Current employee,Travel_Rarely,759,Sales,2,2,Life Sciences,1,10880,134335,3,Female,66,3,3,Laboratory Technician,2,Married,7403,22477,1,Y,No,11,3,3,80,1,29,3,2,26,9,1,7,Indeed
40,Current employee,Travel_Rarely,759,Sales,2,2,Marketing,1,10884,134339,3,Female,66,3,3,Laboratory Technician,2,Married,7403,22477,4,Y,No,11,3,3,80,1,29,3,2,26,9,1,7,Indeed
40,Current employee,Travel_Rarely,759,Sales,2,2,Life Sciences,1,10885,134340,3,Female,66,3,3,Laboratory Technician,2,Married,7403,22477,1,Y,No,11,3,3,80,1,29,3,2,26,9,1,7,Indeed
40,Current employee,Travel_Rarely,759,Sales,2,2,Marketing,1,10887,134342,3,Female,66,3,3,Laboratory Technician,2,Married,7403,22477,4,Y,No,11,3,3,80,1,29,3,2,26,9,1,7,Indeed
40,Current employee,Travel_Rarely,759,Sales,2,2,Life Sciences,1,10888,134343,3,Female,66,3,3,Laboratory Technician,2,Married,7403,22477,1,Y,No,11,3,3,80,1,29,3,2,26,9,1,7,Indeed
40,Current employee,Travel_Rarely,658,Sales,10,4,Marketing,1,10987,134442,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,2,Y,No,12,3,2,80,1,11,2,2,1,0,0,0,Recruit.net
40,Current employee,Travel_Rarely,658,Sales,10,4,Medical,1,10990,134445,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,6,Y,No,12,3,2,80,1,11,2,2,1,0,0,0,Recruit.net
40,Current employee,Travel_Rarely,658,Sales,10,4,Marketing,1,10993,134448,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,2,Y,No,12,3,2,80,1,11,2,2,1,0,0,0,Recruit.net
40,Current employee,Travel_Rarely,658,Sales,10,4,Medical,1,10994,134449,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,6,Y,No,12,3,2,80,1,11,2,2,1,0,0,0,Recruit.net
40,Current employee,Travel_Rarely,658,Sales,10,4,Marketing,1,10995,134450,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,2,Y,No,12,3,2,80,1,11,2,2,1,0,0,0,Recruit.net
40,Current employee,Travel_Rarely,658,Sales,10,4,Medical,1,10998,134453,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,6,Y,No,12,3,2,80,1,11,2,2,1,0,0,0,Recruit.net
40,Current employee,Travel_Rarely,658,Sales,10,4,Marketing,1,11001,134456,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,2,Y,No,12,3,2,80,1,11,2,2,1,0,0,0,Recruit.net
40,Current employee,Travel_Rarely,658,Sales,10,4,Medical,1,11002,134457,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,6,Y,No,12,3,2,80,1,11,2,2,1,0,0,0,Recruit.net
40,Current employee,Travel_Frequently,1469,Research & Development,9,4,Medical,1,11099,134554,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,8,Y,Yes,14,3,4,80,1,3,2,3,1,1,0,0,GlassDoor
40,Current employee,Travel_Frequently,1469,Research & Development,9,4,Medical,1,11102,134557,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,3,Y,Yes,14,3,4,80,1,3,2,3,1,1,0,0,GlassDoor
40,Current employee,Travel_Frequently,1469,Research & Development,9,4,Medical,1,11105,134560,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,8,Y,Yes,14,3,4,80,1,3,2,3,1,1,0,0,GlassDoor
40,Current employee,Travel_Frequently,1469,Research & Development,9,4,Medical,1,11106,134561,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,3,Y,Yes,14,3,4,80,1,3,2,3,1,1,0,0,GlassDoor
40,Current employee,Travel_Frequently,1469,Research & Development,9,4,Medical,1,11107,134562,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,8,Y,Yes,14,3,4,80,1,3,2,3,1,1,0,0,GlassDoor
40,Current employee,Travel_Frequently,1469,Research & Development,9,4,Medical,1,11110,134565,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,3,Y,Yes,14,3,4,80,1,3,2,3,1,1,0,0,GlassDoor
40,Current employee,Travel_Frequently,1469,Research & Development,9,4,Medical,1,11113,134568,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,8,Y,Yes,14,3,4,80,1,3,2,3,1,1,0,0,GlassDoor
40,Current employee,Travel_Frequently,1469,Research & Development,9,4,Medical,1,11114,134569,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,3,Y,Yes,14,3,4,80,1,3,2,3,1,1,0,0,GlassDoor
40,Current employee,Travel_Rarely,658,Sales,10,4,Marketing,1,11476,134931,3,Female,68,4,2,Healthcare Representative,2,Married,5488,20161,1,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2,Company Website
40,Current employee,Travel_Rarely,658,Sales,10,4,Medical,1,11478,134933,3,Female,68,4,2,Healthcare Representative,2,Married,5488,20161,0,Y,Yes,13,4,1,80,1,6,2,3,6,5,1,2,Company Website
40,Current employee,Travel_Rarely,658,Sales,10,4,Marketing,1,11481,134936,3,Female,68,4,2,Healthcare Representative,2,Married,5488,20161,1,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2,Company Website
40,Current employee,Travel_Rarely,658,Sales,10,4,Medical,1,11482,134937,3,Female,68,4,2,Healthcare Representative,2,Married,5488,20161,0,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2,Company Website
40,Current employee,Travel_Rarely,658,Sales,10,4,Marketing,1,11483,134938,3,Female,68,4,2,Healthcare Representative,2,Married,5488,20161,1,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2,Company Website
40,Current employee,Travel_Rarely,658,Sales,10,4,Medical,1,11485,134940,3,Female,68,4,2,Healthcare Representative,2,Married,5488,20161,0,Y,Yes,13,4,1,80,1,6,2,3,6,5,1,2,Company Website
40,Current employee,Travel_Rarely,658,Sales,10,4,Marketing,1,11488,134943,3,Female,68,4,2,Healthcare Representative,2,Married,5488,20161,1,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2,Company Website
40,Current employee,Travel_Rarely,658,Sales,10,4,Medical,1,11489,134944,3,Female,68,4,2,Healthcare Representative,2,Married,5488,20161,0,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2,Company Website
40,Current employee,Travel_Rarely,300,Sales,26,3,Marketing,1,11549,135004,3,Female,69,3,1,Research Scientist,3,Married,2132,11539,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1,Adzuna
40,Current employee,Travel_Rarely,300,Sales,26,3,Technical Degree,1,11551,135006,3,Female,69,3,1,Research Scientist,3,Married,2132,11539,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1,Adzuna
40,Current employee,Travel_Rarely,300,Sales,26,3,Marketing,1,11554,135009,3,Female,69,3,1,Research Scientist,3,Married,2132,11539,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1,Adzuna
40,Current employee,Travel_Rarely,300,Sales,26,3,Technical Degree,1,11555,135010,3,Female,69,3,1,Research Scientist,3,Married,2132,11539,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1,Adzuna
40,Current employee,Travel_Rarely,300,Sales,26,3,Marketing,1,11556,135011,3,Female,69,3,1,Research Scientist,3,Married,2132,11539,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1,Adzuna
40,Current employee,Travel_Rarely,300,Sales,26,3,Technical Degree,1,11558,135013,3,Female,69,3,1,Research Scientist,3,Married,2132,11539,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1,Adzuna
40,Current employee,Travel_Rarely,300,Sales,26,3,Marketing,1,11561,135016,3,Female,69,3,1,Research Scientist,3,Married,2132,11539,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1,Adzuna
40,Current employee,Travel_Rarely,300,Sales,26,3,Technical Degree,1,11562,135017,3,Female,69,3,1,Research Scientist,3,Married,2132,11539,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1,Adzuna
40,Current employee,Travel_Rarely,1124,Sales,1,1,Life Sciences,1,11836,135291,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,3,Y,No,14,3,2,80,2,9,2,2,7,7,1,7,Adzuna
40,Current employee,Non-Travel,218,Research & Development,22,3,Other,1,12087,135542,4,Female,82,3,3,Manufacturing Director,1,Single,10880,5083,1,Y,No,13,3,3,80,0,1,4,1,1,0,0,0,Adzuna
40,Current employee,Travel_Rarely,300,Sales,26,3,Marketing,1,12316,135771,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,GlassDoor
40,Current employee,Travel_Rarely,300,Sales,26,3,Technical Degree,1,12319,135774,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,7,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,GlassDoor
40,Current employee,Travel_Rarely,300,Sales,26,3,Marketing,1,12322,135777,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,GlassDoor
40,Current employee,Travel_Rarely,300,Sales,26,3,Technical Degree,1,12323,135778,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,7,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,GlassDoor
40,Current employee,Travel_Rarely,300,Sales,26,3,Marketing,1,12324,135779,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,GlassDoor
40,Current employee,Travel_Rarely,300,Sales,26,3,Technical Degree,1,12327,135782,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,7,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,GlassDoor
40,Current employee,Travel_Rarely,300,Sales,26,3,Marketing,1,12330,135785,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,GlassDoor
40,Current employee,Travel_Rarely,300,Sales,26,3,Technical Degree,1,12331,135786,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,7,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,GlassDoor
40,Current employee,Travel_Rarely,444,Sales,2,2,Marketing,1,12579,136034,3,Female,72,2,3,Healthcare Representative,3,Married,8823,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9,Recruit.net
40,Current employee,Travel_Rarely,444,Sales,2,2,Life Sciences,1,12580,136035,3,Female,72,2,3,Healthcare Representative,3,Married,8823,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9,Recruit.net
40,Current employee,Travel_Rarely,444,Sales,2,2,Marketing,1,12584,136039,3,Female,72,2,3,Healthcare Representative,3,Married,8823,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9,Recruit.net
40,Current employee,Travel_Rarely,444,Sales,2,2,Life Sciences,1,12585,136040,3,Female,72,2,3,Healthcare Representative,3,Married,8823,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9,Recruit.net
40,Current employee,Travel_Rarely,444,Sales,2,2,Marketing,1,12587,136042,3,Female,72,2,3,Healthcare Representative,3,Married,8823,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9,Recruit.net
40,Current employee,Travel_Rarely,444,Sales,2,2,Life Sciences,1,12588,136043,3,Female,72,2,3,Healthcare Representative,3,Married,8823,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9,Recruit.net
40,Current employee,Travel_Rarely,444,Sales,2,2,Marketing,1,12592,136047,3,Female,72,2,3,Healthcare Representative,3,Married,8823,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9,Recruit.net
40,Current employee,Travel_Rarely,444,Sales,2,2,Life Sciences,1,12593,136048,3,Female,72,2,3,Healthcare Representative,3,Married,8823,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9,Recruit.net
40,Current employee,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,12594,136049,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,4,Y,No,20,3,4,80,1,14,6,3,11,10,11,1,Seek
40,Current employee,Travel_Rarely,1492,Research & Development,20,4,Medical,1,12597,136052,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,0,Y,No,20,3,4,80,1,14,6,3,11,10,11,1,Seek
40,Current employee,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,12600,136055,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1,Seek
